Location,Transect,Quadrat,Record_location,Canopy_cover,Leaf_litter_cover,Live_plant_cover,Species,Age,Condition,Recruitment,Multi_stemmed,Height_(m),Average_height,Height_variation,DBH,Average_DBH,DBH_variation,Cone_presence,Cone_number,Ort_number,Ort_colour,Latitude,Longitude,Year_measured
Deongwar,DB4,10,in,NA,NA,NA,torulosa,mature,dead,basal,1,3.3,3.3,0,2.546,3.501,1.82405,N,0,NA,NA,-27.3270409,152.2183677,2022
Deongwar,DB4,10,out,NA,NA,NA,torulosa,mature,dead,basal,1,4.5,3.76,1.02675,2.865,2.7604,0.9326803,N,0,NA,NA,-27.3270409,152.2183677,2022
Deongwar,DB4,10,out,NA,NA,NA,torulosa,mature,dead,basal,1,3.17,3.7925,0.672225,1.91,2.94425,1.415877583,N,0,NA,NA,-27.3270409,152.2183677,2022
Deongwar,DB4,10,out,NA,NA,NA,torulosa,mature,dead,basal,1,2.2,2.82,1.922,2.546,2.6738,1.9553202,N,0,NA,NA,-27.3270409,152.2183677,2022
Deongwar,DB4,20,in,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,0,NA,NA,-27.371212,152.2183205,2022
Deongwar,DB4,20,out,NA,NA,NA,torulosa,mature,dead,basal,1,2.5,3.125,1.5625,1.719,2.26,4.609926667,N,0,NA,NA,-27.371212,152.2183205,2022
Deongwar,DB4,20,out,NA,NA,NA,torulosa,mature,dead,basal,1,1.7,2.55,1.445,1.91,3.2625,3.6585125,N,0,NA,NA,-27.371212,152.2183205,2022
Deongwar,DB4,30,in,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,0,NA,NA,-27.3271962,152.2182637,2022
Deongwar,DB4,30,out,NA,NA,NA,torulosa,mature,dead,basal,1,2.27,2.99,3.8113,1.273,2.015666667,1.654661333,N,0,NA,NA,-27.3271962,152.2182637,2022
Deongwar,DB4,30,out,NA,NA,NA,torulosa,mature,dead,basal,1,2.27,3.246666667,2.861633333,2.069,2.175333333,2.060536333,N,0,NA,NA,-27.3271962,152.2182637,2022
Deongwar,DB4,30,out,NA,NA,NA,torulosa,mature,dead,basal,1,2.24,3.09,3.3811,1.496,3.151333333,5.121097333,N,0,NA,NA,-27.3271962,152.2182637,2022
Deongwar,DB4,30,out,NA,NA,NA,torulosa,mature,dead,basal,1,0.24,2.04,6.48,NA,4.456,0,N,0,NA,NA,-27.3271962,152.2182637,2022
Deongwar,DB4,40,in,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.3272616,152.2181891,2022
Deongwar,DB4,40,out,NA,NA,NA,torulosa,sapling,alive,none,1,1.65,1.65,0,0.637,0.637,0,N,0,NA,NA,-27.3272616,152.2181891,2022
Deongwar,DB4,40,out,NA,NA,NA,torulosa,mature,dead,basal,1,1.7,1.35,0.245,0.637,0.637,0,N,0,NA,NA,-27.3272616,152.2181891,2022
Gatton,GB1,0,in,NA,NA,NA,littoralis,mature,alive,NA,0,NA,NA,NA,11.3,NA,NA,N,0,NA,NA,-27.60259,152.30561,2022
Gatton,GB1,0,out,NA,NA,NA,littoralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,-27.60259,152.30561,2022
Gatton,GB1,10,in,NA,NA,NA,littoralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,-27.6026212,152.3055074,2022
Gatton,GB1,10,out,NA,NA,NA,littoralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,-27.6026212,152.3055074,2022
Gatton,GB1,20,in,NA,NA,NA,littoralis,mature,alive,NA,0,NA,NA,NA,6.048,NA,NA,Y,NA,NA,NA,-27.6026311,152.3054065,2022
Gatton,GB1,20,out,NA,NA,NA,littoralis,sapling,alive,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,-27.6026311,152.3054065,2022
Gatton,GB1,30,in,NA,NA,NA,littoralis,mature,alive,NA,0,NA,NA,NA,5.825,NA,NA,N,0,NA,NA,-27.6026328,152.3053039,2022
Gatton,GB1,30,out,NA,NA,NA,littoralis,mature,alive,NA,0,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,-27.6026328,152.3053039,2022
Gatton,GB1,30,out,NA,NA,NA,littoralis,mature,alive,NA,0,NA,NA,NA,NA,NA,NA,N,0,NA,NA,-27.6026328,152.3053039,2022
Gatton,GB1,40,in,NA,NA,NA,littoralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.6026377,152.3052047,2022
Gatton,GB1,40,out,NA,NA,NA,littoralis,mature,alive,NA,0,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,-27.6026377,152.3052047,2022
Gatton,GB1,40,out,NA,NA,NA,littoralis,mature,alive,NA,0,NA,NA,NA,NA,NA,NA,N,0,NA,NA,-27.6026377,152.3052047,2022
Lockyer_National_Park,LL1,0,in,NA,NA,NA,torulosa,mature,alive,none,0,7.04,NA,NA,18.5,NA,NA,N,0,NA,NA,-27.46724,152.17768,2022
Lockyer_National_Park,LL1,0,out,NA,NA,NA,torulosa,mature,alive,none,0,4.57,NA,NA,11.6,NA,NA,N,0,NA,NA,-27.46724,152.17768,2022
Lockyer_National_Park,LL1,10,in,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4672875,152.17732,2022
Lockyer_National_Park,LL1,10,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4672875,152.17732,2022
Lockyer_National_Park,LL1,20,in,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4672832,152.1774204,2022
Lockyer_National_Park,LL1,20,out,NA,NA,NA,torulosa,mature,alive,none,0,8.12,NA,NA,37,NA,NA,N,0,NA,NA,-27.4672832,152.1774204,2022
Lockyer_National_Park,LL1,30,in,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.462789,152.1775216,2022
Lockyer_National_Park,LL1,30,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.462789,152.1775216,2022
Lockyer_National_Park,LL1,40,in,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4672637,152.1776228,2022
Lockyer_National_Park,LL1,40,out,NA,NA,NA,torulosa,mature,alive,none,0,6.91,NA,NA,30,NA,NA,N,0,NA,NA,-27.4672637,152.1776228,2022
Lockyer_National_Park,LH1,0,in,NA,NA,NA,torulosa,mature,alive,none,0,7.97,NA,NA,37,NA,NA,N,0,NA,NA,-27.49865,152.15983,2022
Lockyer_National_Park,LH1,0,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.49865,152.15983,2022
Lockyer_National_Park,LH1,10,in,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.49869,152.15977,2022
Lockyer_National_Park,LH1,10,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.49869,152.15977,2022
Lockyer_National_Park,LH1,20,in,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.49871,152.15961,2022
Lockyer_National_Park,LH1,20,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.49871,152.15961,2022
Lockyer_National_Park,LH1,30,in,NA,NA,NA,torulosa,mature,alive,none,0,8.15,NA,NA,34.5,NA,NA,Y,125,NA,NA,-27.49875,152.15951,2022
Lockyer_National_Park,LH1,30,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.49875,152.15951,2022
Lockyer_National_Park,LH1,40,in,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.49875,152.1594,2022
Lockyer_National_Park,LH1,40,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.49875,152.1594,2022
Lockyer_National_Park,LL2,0,in,20,80,50,torulosa,mature,aliveburnt,none,0,5.51,NA,NA,16.8,NA,NA,N,0,NA,NA,-27.47705,152.1616,2023
Lockyer_National_Park,LL2,0,out,20,80,20,torulosa,sapling,deadburnt,none,0,2.96,NA,NA,7.1,NA,NA,N,0,NA,NA,-27.47705,152.1616,2023
Lockyer_National_Park,LL2,10,in,10,0,80,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4771499,152.1615468,2023
Lockyer_National_Park,LL2,10,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4771499,152.1615468,2023
Lockyer_National_Park,LL2,20,in,30,90,70,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4772222,152.1614855,2023
Lockyer_National_Park,LL2,20,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4772222,152.1614855,2023
Lockyer_National_Park,LL2,30,in,45,90,50,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4772898,152.1614167,2023
Lockyer_National_Park,LL2,30,out,55,60,60,torulosa,mature,alive,none,1,2.4,2.4,0.0128,10.5,10.25,0.13,N,0,NA,NA,-27.4772898,152.1614167,2023
Lockyer_National_Park,LL2,40,in,55,90,50,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4773517,152.1613404,2023
Lockyer_National_Park,LL2,40,out,40,60,10,torulosa,mature,alive,basal,1,6.18,4.313333333,3.674233333,7.1,9.47,8.82,N,0,NA,NA,-27.4773517,152.1613404,2023
Lockyer_National_Park,LH2,0,in,50,80,20,torulosa,mature,aliveburnt,basal,1,3.7,3.7,0,3.4,3.35,0.01,N,0,NA,NA,-27.46609,152.17576,2023
Lockyer_National_Park,LH2,0,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.46609,152.17576,2023
Lockyer_National_Park,LH2,10,in,20,40,75,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4660735,152.1758523,2023
Lockyer_National_Park,LH2,10,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4660735,152.1758523,2023
Lockyer_National_Park,LH2,20,in,40,95,5,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4660382,152.1759464,2023
Lockyer_National_Park,LH2,20,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4660382,152.1759464,2023
Lockyer_National_Park,LH2,30,in,30,85,15,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4659941,152.1760346,2023
Lockyer_National_Park,LH2,30,out,20,80,15,torulosa,mature,aliveburnt,trunk,1,3.3,2.25,2.205,3.4,3.4,0,N,0,NA,NA,-27.4659941,152.1760346,2023
Lockyer_National_Park,LH2,40,in,40,85,15,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.465947,152.1761198,2023
Lockyer_National_Park,LH2,40,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.465947,152.1761198,2023
Lockyer_National_Park,LH3,0,in,30,30,15,torulosa,mature,aliveburnt,basal,1,3.2,2.5,0.98,4.25,4.25,0,N,0,NA,NA,-27.49773,152.21617,2023
Lockyer_National_Park,LH3,0,out,50,20,5,torulosa,mature,aliveburnt,none,0,4.5,NA,NA,3.6,NA,NA,N,0,NA,NA,-27.49773,152.21617,2023
Lockyer_National_Park,LH3,0,out,45,20,10,torulosa,mature,aliveburnt,none,0,3.5,NA,NA,3,NA,NA,N,0,NA,NA,-27.49773,152.21617,2023
Lockyer_National_Park,LH3,10,in,40,40,25,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4976503,152.2161557,2023
Lockyer_National_Park,LH3,10,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4976503,152.2161557,2023
Lockyer_National_Park,LH3,20,in,25,20,50,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4975601,152.2161519,2023
Lockyer_National_Park,LH3,20,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4975601,152.2161519,2023
Lockyer_National_Park,LH3,30,in,15,30,40,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4974707,152.2161395,2023
Lockyer_National_Park,LH3,30,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4974707,152.2161395,2023
Lockyer_National_Park,LH3,40,in,20,70,15,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4973805,152.2161349,2023
Lockyer_National_Park,LH3,40,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4973805,152.2161349,2023
Lockyer_National_Park,LH8,0,in,40,65,50,torulosa,mature,aliveburnt,none,0,13,NA,NA,26,NA,NA,Y,10,NA,NA,-27.49852,152.2174,2023
Lockyer_National_Park,LH8,0,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.49852,152.2174,2023
Lockyer_National_Park,LH8,10,in,40,65,55,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4984635,152.2174512,2023
Lockyer_National_Park,LH8,10,out,30,65,45,torulosa,mature,aliveburnt,none,0,8.3,NA,NA,11.1,NA,NA,Y,2,NA,NA,-27.4984635,152.2174512,2023
Lockyer_National_Park,LH8,10,out,0,60,60,torulosa,seedling,deadburnt,basal,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4984635,152.2174512,2023
Lockyer_National_Park,LH8,20,in,10,50,60,torulosa,seedling,deadburnt,basal,0,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4983893,152.2175081,2023
Lockyer_National_Park,LH8,20,out,40,70,50,torulosa,mature,aliveburnt,none,0,2.75,NA,NA,12,NA,NA,Y,8,NA,NA,-27.4983893,152.2175081,2023
Lockyer_National_Park,LH8,20,out,30,15,90,torulosa,sapling,deadburnt,basal,1,1.27,1.835,0.63845,NA,2.2,0,N,0,NA,NA,-27.4983893,152.2175081,2023
Lockyer_National_Park,LH8,30,in,20,45,60,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4983103,152.2175582,2023
Lockyer_National_Park,LH8,30,out,0,50,40,torulosa,mature,aliveburnt,none,0,6.7,NA,NA,20.1,NA,NA,N,0,NA,NA,-27.4983103,152.2175582,2023
Lockyer_National_Park,LH8,40,in,10,40,70,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4982294,152.2176035,2023
Lockyer_National_Park,LH8,40,out,5,60,20,torulosa,mature,aliveburnt,basal,0,11.5,NA,NA,10.7,NA,NA,N,0,NA,NA,-27.4982294,152.2176035,2023
Lockyer_National_Park,LH4,0,in,5,55,60,torulosa,mature,aliveburnt,none,NA,6,NA,NA,6.4,NA,NA,N,0,NA,NA,-27.47202,152.21784,2023
Lockyer_National_Park,LH4,0,out,0,50,10,torulosa,mature,aliveburnt,none,NA,6.6,NA,NA,4.9,NA,NA,N,0,NA,NA,-27.47202,152.21784,2023
Lockyer_National_Park,LH4,0,out,5,80,40,torulosa,mature,aliveburnt,basal,1,4.3,2.9,1.701066667,3.6,2.1,1.71,N,0,NA,NA,-27.47202,152.21784,2023
Lockyer_National_Park,LH4,10,in,0,25,70,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4719498,152.2178601,2023
Lockyer_National_Park,LH4,10,out,0,65,40,torulosa,mature,aliveburnt,none,1,12.4,12.4,0,18.9,14.3,42.32,Y,120,NA,NA,-27.4719498,152.2178601,2023
Lockyer_National_Park,LH4,10,out,25,80,25,torulosa,sapling,alive,basal,1,3.4,2.9,0.39,1.7,1.47,0.12,N,0,NA,NA,-27.4719498,152.2178601,2023
Lockyer_National_Park,LH4,10,out,40,80,25,torulosa,sapling,alive,none,0,3,NA,NA,1.5,NA,NA,N,0,NA,NA,-27.4719498,152.2178601,2023
Lockyer_National_Park,LH4,10,out,20,60,10,torulosa,mature,aliveburnt,none,0,6.1,NA,NA,4.9,NA,NA,N,0,NA,NA,-27.4719498,152.2178601,2023
Lockyer_National_Park,LH4,10,out,20,70,15,torulosa,mature,aliveburnt,none,0,6.7,NA,NA,7.7,NA,NA,N,0,NA,NA,-27.4719498,152.2178601,2023
Lockyer_National_Park,LH4,10,out,10,70,15,torulosa,mature,aliveburnt,none,0,6.6,NA,NA,7.4,NA,NA,N,0,NA,NA,-27.4719498,152.2178601,2023
Lockyer_National_Park,LH4,20,in,30,40,40,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4718625,152.2178833,2023
Lockyer_National_Park,LH4,20,out,40,70,25,torulosa,mature,aliveburnt,none,1,8.4,11.8,23.12,16.9,16.9,0,N,0,NA,NA,-27.4718625,152.2178833,2023
Lockyer_National_Park,LH4,20,out,0,50,30,torulosa,sapling,alive,none,0,2,NA,NA,1.7,NA,NA,N,0,NA,NA,-27.4718625,152.2178833,2023
Lockyer_National_Park,LH4,20,out,0,50,30,torulosa,seedling,alive,basal,0,1.11,NA,NA,NA,NA,NA,N,0,NA,NA,-27.4718625,152.2178833,2023
Lockyer_National_Park,LH4,30,in,40,80,20,torulosa,mature,aliveburnt,none,0,5.2,NA,NA,5.4,NA,NA,N,0,NA,NA,-27.4717753,152.2179125,2023
Lockyer_National_Park,LH4,30,out,45,70,10,torulosa,sapling,alive,basal,0,2.1,NA,NA,1.5,NA,NA,N,0,NA,NA,-27.4717753,152.2179125,2023
Lockyer_National_Park,LH4,30,out,44,50,30,torulosa,sapling,alive,none,0,5.7,NA,NA,2.4,NA,NA,N,0,NA,NA,-27.4717753,152.2179125,2023
Lockyer_National_Park,LH4,40,in,65,20,80,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4716869,152.2179343,2023
Lockyer_National_Park,LH4,40,out,NA,NA,NA,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4716869,152.2179343,2023
Lockyer_National_Park-Garrett_property,LL6,0,in,45,15,65,torulosa,mature,aliveburnt,none,NA,7.1,NA,NA,10.9,NA,NA,N,0,NA,NA,-27.45154,152.19775,2023
Lockyer_National_Park-Garrett_property,LL6,0,out,30,55,40,torulosa,seedling,NA,none,NA,0.39,NA,NA,NA,NA,NA,N,0,NA,NA,-27.45154,152.19775,2023
Lockyer_National_Park-Garrett_property,LL6,0,out,30,50,30,torulosa,seedling,NA,none,NA,0.5,NA,NA,NA,NA,NA,N,0,NA,NA,-27.45154,152.19775,2023
Lockyer_National_Park-Garrett_property,LL6,0,out,60,20,65,torulosa,mature,aliveburnt,none,NA,3.8,NA,NA,3.2,NA,NA,N,0,NA,NA,-27.45154,152.19775,2023
Lockyer_National_Park-Garrett_property,LL6,0,out,15,30,50,torulosa,mature,aliveburnt,basal,NA,5.8,NA,NA,5.3,NA,NA,N,0,NA,NA,-27.45154,152.19775,2023
Lockyer_National_Park-Garrett_property,LL6,0,out,0,20,10,torulosa,mature,aliveburnt,none,NA,5.8,NA,NA,8,NA,NA,N,0,NA,NA,-27.45154,152.19775,2023
Lockyer_National_Park-Garrett_property,LL6,0,out,0,5,25,torulosa,sapling,NA,basal,1,1.78,1.355,0.36125,0.9,0.9,0,N,0,NA,NA,-27.45154,152.19775,2023
Lockyer_National_Park-Garrett_property,LL6,10,in,0,55,65,torulosa,mature,aliveburnt,basal+trunk,1,8.3,2.6575,10.44802143,8.2,4.8,13.70666667,N,0,NA,NA,-27.4515916,152.1978333,2023
Lockyer_National_Park-Garrett_property,LL6,10,out,0,10,15,torulosa,mature,aliveburnt,none,0,11.4,NA,NA,15.2,NA,NA,N,0,NA,NA,-27.4515916,152.1978333,2023
Lockyer_National_Park-Garrett_property,LL6,10,out,5,5,10,torulosa,mature,aliveburnt,none,0,7.2,NA,NA,7.2,NA,NA,N,0,NA,NA,-27.4515916,152.1978333,2023
Lockyer_National_Park-Garrett_property,LL6,10,out,5,10,25,torulosa,mature,aliveburnt,none,0,8.6,NA,NA,9.1,NA,NA,N,0,NA,NA,-27.4515916,152.1978333,2023
Lockyer_National_Park-Garrett_property,LL6,10,out,0,5,95,torulosa,mature,aliveburnt,none,0,7.5,NA,NA,7.9,NA,NA,Y,16,NA,NA,-27.4515916,152.1978333,2023
Lockyer_National_Park-Garrett_property,LL6,10,out,35,5,75,torulosa,sapling,aliveburnt,basal,0,0.82,NA,NA,NA,NA,NA,N,0,NA,NA,-27.4515916,152.1978333,2023
Lockyer_National_Park-Garrett_property,LL6,10,out,5,5,75,torulosa,mature,aliveburnt,none,0,4.9,NA,NA,4.7,NA,NA,N,0,NA,NA,-27.4515916,152.1978333,2023
Lockyer_National_Park-Garrett_property,LL6,10,out,0,5,75,torulosa,mature,aliveburnt,none,0,7.9,NA,NA,8.4,NA,NA,N,0,NA,NA,-27.4515916,152.1978333,2023
Lockyer_National_Park-Garrett_property,LL6,10,out,15,5,60,torulosa,mature,aliveburnt,basal,0,4.8,NA,NA,5.2,NA,NA,N,0,NA,NA,-27.4515916,152.1978333,2023
Lockyer_National_Park-Garrett_property,LL6,10,out,5,5,75,torulosa,mature,aliveburnt,basal,1,1.29,1.026666667,0.076226667,NA,NA,NA,N,0,NA,NA,-27.4515916,152.1978333,2023
Lockyer_National_Park-Garrett_property,LL6,20,in,40,10,60,torulosa,mature,deadburnt,basal,1,1.26,1.145,0.02645,NA,NA,NA,N,0,NA,NA,-27.4516461,152.1979155,2023
Lockyer_National_Park-Garrett_property,LL6,20,out,55,10,60,torulosa,sapling,alive,none,0,2,NA,NA,0.9,NA,NA,N,0,NA,NA,-27.4516461,152.1979155,2023
Lockyer_National_Park-Garrett_property,LL6,20,out,0,5,90,torulosa,seedling,alive,none,0,0.52,NA,NA,NA,NA,NA,N,0,NA,NA,-27.4516461,152.1979155,2023
Lockyer_National_Park-Garrett_property,LL6,20,out,5,5,95,torulosa,seedling,alive,none,0,0.63,NA,NA,NA,NA,NA,N,0,NA,NA,-27.4516461,152.1979155,2023
Lockyer_National_Park-Garrett_property,LL6,30,in,10,50,15,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4516821,152.19801,2023
Lockyer_National_Park-Garrett_property,LL6,30,out,10,95,5,torulosa,mature,aliveburnt,basal+trunk,1,10,5.376,18.85428,11.9,8.0375,18.42229167,Y,30,NA,NA,-27.4516821,152.19801,2023
Lockyer_National_Park-Garrett_property,LL6,30,out,75,45,75,torulosa,sapling,alive,none,0,1.65,NA,NA,0.9,NA,NA,N,0,NA,NA,-27.4516821,152.19801,2023
Lockyer_National_Park-Garrett_property,LL6,40,in,60,30,20,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4517211,152.1981005,2023
Lockyer_National_Park-Garrett_property,LL6,40,out,90,50,50,torulosa,seedling,alive,none,0,0.93,NA,NA,NA,NA,NA,N,0,NA,NA,-27.4517211,152.1981005,2023
Lockyer_National_Park-Garrett_property,LL6,40,out,65,15,70,torulosa,seedling,alive,none,0,0.93,NA,NA,NA,NA,NA,N,0,NA,NA,-27.4517211,152.1981005,2023
Lockyer_National_Park-Garrett_property,LL6,40,out,65,5,80,torulosa,seedling,alive,none,0,1.46,NA,NA,0.9,NA,NA,N,0,NA,NA,-27.4517211,152.1981005,2023
Lockyer_National_Park-Garrett_property,LL6,40,out,65,5,80,torulosa,seedling,alive,none,0,1.6,NA,NA,0.9,NA,NA,N,0,NA,NA,-27.4517211,152.1981005,2023
Lockyer_National_Park-Garrett_property,LL6,40,out,0,10,65,torulosa,seedling,alive,none,0,1.61,NA,NA,0.9,NA,NA,N,0,NA,NA,-27.4517211,152.1981005,2023
Lockyer_National_Park-Garrett_property,LL7,0,in,0,80,20,torulosa,mature,aliveburnt,none,0,9.5,NA,NA,8.6,NA,NA,N,0,NA,NA,-27.45282,152.19738,2023
Lockyer_National_Park-Garrett_property,LL7,0,out,45,80,25,torulosa,sapling,alive,none,0,1.55,NA,NA,4,NA,NA,N,0,NA,NA,-27.45282,152.19738,2023
Lockyer_National_Park-Garrett_property,LL7,0,out,0,75,20,torulosa,mature,aliveburnt,none,0,15.5,NA,NA,15.5,NA,NA,N,0,NA,NA,-27.45282,152.19738,2023
Lockyer_National_Park-Garrett_property,LL7,0,out,10,40,40,torulosa,mature,aliveburnt,none,0,7.6,NA,NA,8,NA,NA,N,0,NA,NA,-27.45282,152.19738,2023
Lockyer_National_Park-Garrett_property,LL7,0,out,40,35,45,torulosa,sapling,alive,none,1,2.1,1.8,0.18,1.5,1.305,0.07605,N,0,NA,NA,-27.45282,152.19738,2023
Lockyer_National_Park-Garrett_property,LL7,0,out,5,30,40,torulosa,mature,aliveburnt,none,0,5.2,NA,NA,5.7,NA,NA,N,0,NA,NA,-27.45282,152.19738,2023
Lockyer_National_Park-Garrett_property,LL7,0,out,5,70,5,torulosa,mature,alive,none,0,6,NA,NA,3.5,NA,NA,N,0,NA,NA,-27.45282,152.19738,2023
Lockyer_National_Park-Garrett_property,LL7,0,out,80,50,50,torulosa,sapling,alive,none,0,1.45,NA,NA,0.9,NA,NA,N,0,NA,NA,-27.45282,152.19738,2023
Lockyer_National_Park-Garrett_property,LL7,0,out,40,50,50,torulosa,mature,alive,none,0,8.7,NA,NA,3,NA,NA,N,0,NA,NA,-27.45282,152.19738,2023
Lockyer_National_Park-Garrett_property,LL7,0,out,30,90,5,torulosa,mature,alive,none,0,6.2,NA,NA,4.5,NA,NA,N,0,NA,NA,-27.45282,152.19738,2023
Lockyer_National_Park-Garrett_property,LL7,0,out,30,90,5,torulosa,mature,alive,none,0,4.5,NA,NA,2.6,NA,NA,N,0,NA,NA,-27.45282,152.19738,2023
Lockyer_National_Park-Garrett_property,LL7,0,out,40,70,5,torulosa,mature,aliveburnt,none,0,11.7,NA,NA,15.2,NA,NA,N,0,NA,NA,-27.45282,152.19738,2023
Lockyer_National_Park-Garrett_property,LL7,10,in,60,60,30,torulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4527631,152.1973053,2023
