"","X","Location","Transect","Quadrat","Record_location","Canopy_cover","Leaf_litter_cover","Live_plant_cover","Species","Age","Condition","Recruitment","Multi_stemmed","Height_.m.","Average_height","Height_variation","DBH","Average_DBH","DBH_variation","Cone_presence","Cone_number","Ort_number","Ort_colour","Latitude","Longitude","Year_measured","Fire_freq","Last_burn","TSF","FPC","Precip","Temp","TWI"
"282",282,"Lockyer_National_Park-Garrett_property","LL6",20,"in",40,10,60,"torulosa","mature","deadburnt","basal",1,1.26,1.145,0.02645,NA,NA,NA,"N",0,NA,NA,-27.4516461,152.1979155,2023,1,2002,21,49.44444275,48.12838364,412.6492004,7.27739000320435
"283",283,"Lockyer_National_Park-Garrett_property","LL6",20,"out",55,10,60,"torulosa","sapling","alive","none",0,2,NA,NA,0.9,NA,NA,"N",0,NA,NA,-27.4516461,152.1979155,2023,1,2002,21,49.44444275,48.12838364,412.6492004,7.27739000320435
"284",284,"Lockyer_National_Park-Garrett_property","LL6",20,"out",0,5,90,"torulosa","seedling","alive","none",0,0.52,NA,NA,NA,NA,NA,"N",0,NA,NA,-27.4516461,152.1979155,2023,1,2002,21,49.44444275,48.12838364,412.6492004,7.27739000320435
"285",285,"Lockyer_National_Park-Garrett_property","LL6",20,"out",5,5,95,"torulosa","seedling","alive","none",0,0.63,NA,NA,NA,NA,NA,"N",0,NA,NA,-27.4516461,152.1979155,2023,1,2002,21,49.44444275,48.12838364,412.6492004,7.27739000320435
"286",286,"Lockyer_National_Park-Garrett_property","LL6",30,"in",10,50,15,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4516821,152.19801,2023,1,2002,21,52.45000076,48.12838364,412.6492004,7.27739000320435
"287",287,"Lockyer_National_Park-Garrett_property","LL6",30,"out",10,95,5,"torulosa","mature","aliveburnt","basal+trunk",1,10,5.376,18.85428,11.9,8.0375,18.42229167,"Y",30,NA,NA,-27.4516821,152.19801,2023,1,2002,21,52.45000076,48.12838364,412.6492004,7.27739000320435
"288",288,"Lockyer_National_Park-Garrett_property","LL6",30,"out",75,45,75,"torulosa","sapling","alive","none",0,1.65,NA,NA,0.9,NA,NA,"N",0,NA,NA,-27.4516821,152.19801,2023,1,2002,21,52.45000076,48.12838364,412.6492004,7.27739000320435
"289",289,"Lockyer_National_Park-Garrett_property","LL6",40,"in",60,30,20,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4517211,152.1981005,2023,1,2002,21,52.45000076,48.12838364,412.6492004,7.06263732910156
"290",290,"Lockyer_National_Park-Garrett_property","LL6",40,"out",90,50,50,"torulosa","seedling","alive","none",0,0.93,NA,NA,NA,NA,NA,"N",0,NA,NA,-27.4517211,152.1981005,2023,1,2002,21,52.45000076,48.12838364,412.6492004,7.06263732910156
"291",291,"Lockyer_National_Park-Garrett_property","LL6",40,"out",65,15,70,"torulosa","seedling","alive","none",0,0.93,NA,NA,NA,NA,NA,"N",0,NA,NA,-27.4517211,152.1981005,2023,1,2002,21,52.45000076,48.12838364,412.6492004,7.06263732910156
"292",292,"Lockyer_National_Park-Garrett_property","LL6",40,"out",65,5,80,"torulosa","seedling","alive","none",0,1.46,NA,NA,0.9,NA,NA,"N",0,NA,NA,-27.4517211,152.1981005,2023,1,2002,21,52.45000076,48.12838364,412.6492004,7.06263732910156
"293",293,"Lockyer_National_Park-Garrett_property","LL6",40,"out",65,5,80,"torulosa","seedling","alive","none",0,1.6,NA,NA,0.9,NA,NA,"N",0,NA,NA,-27.4517211,152.1981005,2023,1,2002,21,52.45000076,48.12838364,412.6492004,7.06263732910156
"294",294,"Lockyer_National_Park-Garrett_property","LL6",40,"out",0,10,65,"torulosa","seedling","alive","none",0,1.61,NA,NA,0.9,NA,NA,"N",0,NA,NA,-27.4517211,152.1981005,2023,1,2002,21,52.45000076,48.12838364,412.6492004,7.06263732910156
"295",295,"Lockyer_National_Park-Garrett_property","LL7",0,"in",0,80,20,"torulosa","mature","aliveburnt","none",0,9.5,NA,NA,8.6,NA,NA,"N",0,NA,NA,-27.45282,152.19738,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.78765535354614
"296",296,"Lockyer_National_Park-Garrett_property","LL7",0,"out",45,80,25,"torulosa","sapling","alive","none",0,1.55,NA,NA,4,NA,NA,"N",0,NA,NA,-27.45282,152.19738,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.78765535354614
"297",297,"Lockyer_National_Park-Garrett_property","LL7",0,"out",0,75,20,"torulosa","mature","aliveburnt","none",0,15.5,NA,NA,15.5,NA,NA,"N",0,NA,NA,-27.45282,152.19738,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.78765535354614
"298",298,"Lockyer_National_Park-Garrett_property","LL7",0,"out",10,40,40,"torulosa","mature","aliveburnt","none",0,7.6,NA,NA,8,NA,NA,"N",0,NA,NA,-27.45282,152.19738,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.78765535354614
"299",299,"Lockyer_National_Park-Garrett_property","LL7",0,"out",40,35,45,"torulosa","sapling","alive","none",1,2.1,1.8,0.18,1.5,1.305,0.07605,"N",0,NA,NA,-27.45282,152.19738,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.78765535354614
"300",300,"Lockyer_National_Park-Garrett_property","LL7",0,"out",5,30,40,"torulosa","mature","aliveburnt","none",0,5.2,NA,NA,5.7,NA,NA,"N",0,NA,NA,-27.45282,152.19738,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.78765535354614
"301",301,"Lockyer_National_Park-Garrett_property","LL7",0,"out",5,70,5,"torulosa","mature","alive","none",0,6,NA,NA,3.5,NA,NA,"N",0,NA,NA,-27.45282,152.19738,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.78765535354614
"302",302,"Lockyer_National_Park-Garrett_property","LL7",0,"out",80,50,50,"torulosa","sapling","alive","none",0,1.45,NA,NA,0.9,NA,NA,"N",0,NA,NA,-27.45282,152.19738,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.78765535354614
"303",303,"Lockyer_National_Park-Garrett_property","LL7",0,"out",40,50,50,"torulosa","mature","alive","none",0,8.7,NA,NA,3,NA,NA,"N",0,NA,NA,-27.45282,152.19738,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.78765535354614
"304",304,"Lockyer_National_Park-Garrett_property","LL7",0,"out",30,90,5,"torulosa","mature","alive","none",0,6.2,NA,NA,4.5,NA,NA,"N",0,NA,NA,-27.45282,152.19738,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.78765535354614
"305",305,"Lockyer_National_Park-Garrett_property","LL7",0,"out",30,90,5,"torulosa","mature","alive","none",0,4.5,NA,NA,2.6,NA,NA,"N",0,NA,NA,-27.45282,152.19738,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.78765535354614
"306",306,"Lockyer_National_Park-Garrett_property","LL7",0,"out",40,70,5,"torulosa","mature","aliveburnt","none",0,11.7,NA,NA,15.2,NA,NA,"N",0,NA,NA,-27.45282,152.19738,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.78765535354614
"307",307,"Lockyer_National_Park-Garrett_property","LL7",10,"in",60,60,30,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4527631,152.1973053,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.71335554122925
"308",308,"Lockyer_National_Park-Garrett_property","LL7",10,"out",55,30,40,"torulosa","mature","alive","none",0,6.8,NA,NA,4.3,NA,NA,"N",0,NA,NA,-27.4527631,152.1973053,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.71335554122925
"309",309,"Lockyer_National_Park-Garrett_property","LL7",10,"out",10,30,55,"torulosa","sapling","alive","basal",1,2.9,2.16,1.0952,2.2,2.2,0,"N",0,NA,NA,-27.4527631,152.1973053,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.71335554122925
"310",310,"Lockyer_National_Park-Garrett_property","LL7",10,"out",10,50,50,"torulosa","mature","alive","none",0,7.6,NA,NA,4.8,NA,NA,"N",0,NA,NA,-27.4527631,152.1973053,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.71335554122925
"311",311,"Lockyer_National_Park-Garrett_property","LL7",10,"out",5,20,60,"torulosa","mature","alive","none",0,8.1,NA,NA,7,NA,NA,"N",0,NA,NA,-27.4527631,152.1973053,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.71335554122925
"312",312,"Lockyer_National_Park-Garrett_property","LL7",10,"out",0,10,65,"torulosa","sapling","alive","none",0,2.1,NA,NA,2.5,NA,NA,"N",0,NA,NA,-27.4527631,152.1973053,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.71335554122925
"313",313,"Lockyer_National_Park-Garrett_property","LL7",10,"out",0,85,10,"torulosa","mature","aliveburnt","none",0,7.4,NA,NA,8,NA,NA,"N",0,NA,NA,-27.4527631,152.1973053,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.71335554122925
"314",314,"Lockyer_National_Park-Garrett_property","LL7",10,"out",0,50,25,"torulosa","seedling","alive","none",0,0.62,NA,NA,NA,NA,NA,"N",0,NA,NA,-27.4527631,152.1973053,2023,1,2002,21,51.6222229,48.5783844,413.8243103,7.71335554122925
"315",315,"Lockyer_National_Park-Garrett_property","LL7",20,"in",50,15,80,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4527039,152.1972296,2023,1,2002,21,48.8777771,48.5783844,413.8243103,7.71335554122925
"316",316,"Lockyer_National_Park-Garrett_property","LL7",20,"out",30,10,90,"torulosa","mature","aliveburnt","none",0,4.8,NA,NA,4.8,NA,NA,"N",0,NA,NA,-27.4527039,152.1972296,2023,1,2002,21,48.8777771,48.5783844,413.8243103,7.71335554122925
"317",317,"Lockyer_National_Park-Garrett_property","LL7",20,"out",10,20,50,"torulosa","seedling","alive","none",0,0.93,NA,NA,NA,NA,NA,"N",0,NA,NA,-27.4527039,152.1972296,2023,1,2002,21,48.8777771,48.5783844,413.8243103,7.71335554122925
"318",318,"Lockyer_National_Park-Garrett_property","LL7",20,"out",20,5,90,"torulosa","mature","alive","none",0,3.4,NA,NA,3,NA,NA,"N",0,NA,NA,-27.4527039,152.1972296,2023,1,2002,21,48.8777771,48.5783844,413.8243103,7.71335554122925
"319",319,"Lockyer_National_Park-Garrett_property","LL7",20,"out",45,50,60,"torulosa","mature","aliveburnt","none",0,8,NA,NA,7,NA,NA,"Y",26,NA,NA,-27.4527039,152.1972296,2023,1,2002,21,48.8777771,48.5783844,413.8243103,7.71335554122925
"320",320,"Lockyer_National_Park-Garrett_property","LL7",30,"in",35,95,10,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4526249,152.1971748,2023,1,2002,21,47.29999924,48.5783844,413.8243103,7.71335554122925
"321",321,"Lockyer_National_Park-Garrett_property","LL7",30,"out",65,70,20,"torulosa","mature","aliveburnt","none",0,4.3,NA,NA,3.2,NA,NA,"N",0,NA,NA,-27.4526249,152.1971748,2023,1,2002,21,47.29999924,48.5783844,413.8243103,7.71335554122925
"322",322,"Lockyer_National_Park-Garrett_property","LL7",30,"out",5,65,20,"torulosa","mature","aliveburnt","none",0,10.1,NA,NA,8.7,NA,NA,"Y",53,NA,NA,-27.4526249,152.1971748,2023,1,2002,21,47.29999924,48.5783844,413.8243103,7.71335554122925
"323",323,"Lockyer_National_Park-Garrett_property","LL7",30,"out",5,60,30,"torulosa","mature","aliveburnt","none",0,7.5,NA,NA,6,NA,NA,"N",0,NA,NA,-27.4526249,152.1971748,2023,1,2002,21,47.29999924,48.5783844,413.8243103,7.71335554122925
"324",324,"Lockyer_National_Park-Garrett_property","LL7",30,"out",10,55,20,"torulosa","mature","aliveburnt","none",0,5,NA,NA,4.6,NA,NA,"N",0,NA,NA,-27.4526249,152.1971748,2023,1,2002,21,47.29999924,48.5783844,413.8243103,7.71335554122925
"325",325,"Lockyer_National_Park-Garrett_property","LL7",30,"out",55,40,75,"torulosa","sapling","alive","none",0,1.31,NA,NA,NA,NA,NA,"N",0,NA,NA,-27.4526249,152.1971748,2023,1,2002,21,47.29999924,48.5783844,413.8243103,7.71335554122925
"326",326,"Lockyer_National_Park-Garrett_property","LL7",30,"out",5,80,15,"torulosa","mature","aliveburnt","basal",1,8.4,8.25,0.045,7.2,7.4,0.08,"N",0,NA,NA,-27.4526249,152.1971748,2023,1,2002,21,47.29999924,48.5783844,413.8243103,7.71335554122925
"327",327,"Lockyer_National_Park-Garrett_property","LL7",30,"out",15,80,10,"torulosa","mature","aliveburnt","none",0,5.6,NA,NA,4.6,NA,NA,"N",0,NA,NA,-27.4526249,152.1971748,2023,1,2002,21,47.29999924,48.5783844,413.8243103,7.71335554122925
"328",328,"Lockyer_National_Park-Garrett_property","LL7",30,"out",20,65,15,"torulosa","sapling","alive","none",0,1.24,NA,NA,NA,NA,NA,"N",0,NA,NA,-27.4526249,152.1971748,2023,1,2002,21,47.29999924,48.5783844,413.8243103,7.71335554122925
"329",329,"Lockyer_National_Park-Garrett_property","LL7",40,"in",15,35,75,"torulosa","sapling","alive","none",0,1.26,NA,NA,NA,NA,NA,"N",0,NA,NA,-27.4525493,152.1971189,2023,1,2002,21,47.29999924,48.5783844,413.8243103,7.71335554122925
"330",330,"Lockyer_National_Park-Garrett_property","LL7",40,"out",5,15,90,"torulosa","sapling","alive","none",0,1.27,NA,NA,NA,NA,NA,"N",0,NA,NA,-27.4525493,152.1971189,2023,1,2002,21,47.29999924,48.5783844,413.8243103,7.71335554122925
"331",331,"Lockyer_National_Park-Garrett_property","LL7",40,"out",10,50,50,"torulosa","sapling","aliveburnt","none",0,3.5,NA,NA,2.8,NA,NA,"N",0,NA,NA,-27.4525493,152.1971189,2023,1,2002,21,47.29999924,48.5783844,413.8243103,7.71335554122925
"332",332,"Lockyer_National_Park-Garrett_property","LL7",40,"out",70,55,40,"torulosa","mature","aliveburnt","none",0,6.5,NA,NA,7.6,NA,NA,"N",0,NA,NA,-27.4525493,152.1971189,2023,1,2002,21,47.29999924,48.5783844,413.8243103,7.71335554122925
"333",333,"Lockyer_National_Park-Garrett_property","LL7",40,"out",60,55,15,"torulosa","sapling","alive","none",0,2.3,NA,NA,0.9,NA,NA,"N",0,NA,NA,-27.4525493,152.1971189,2023,1,2002,21,47.29999924,48.5783844,413.8243103,7.71335554122925
"334",334,"Lockyer_National_Park-Garrett_property","LL7",40,"out",10,50,10,"torulosa","mature","aliveburnt","none",0,7.3,NA,NA,7.4,NA,NA,"N",0,NA,NA,-27.4525493,152.1971189,2023,1,2002,21,47.29999924,48.5783844,413.8243103,7.71335554122925
"335",335,"Lockyer_National_Park-Garrett_property","LL7",40,"out",40,30,50,"torulosa","sapling","alive","none",0,1.61,NA,NA,0.9,NA,NA,"N",0,NA,NA,-27.4525493,152.1971189,2023,1,2002,21,47.29999924,48.5783844,413.8243103,7.71335554122925
"336",336,"Lockyer_National_Park-Garrett_property","LL5",0,"in",45,90,55,"torulosa","mature","aliveburnt","none",0,9.6,NA,NA,16.1,NA,NA,"N",0,NA,NA,-27.45337,152.19924,2023,1,2002,21,41.81666565,48.12838364,412.6492004,9.11137866973877
"337",337,"Lockyer_National_Park-Garrett_property","LL5",0,"out",NA,NA,NA,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.45337,152.19924,2023,1,2002,21,41.81666565,48.12838364,412.6492004,9.11137866973877
"338",338,"Lockyer_National_Park-Garrett_property","LL5",10,"in",0,80,40,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4534603,152.1991876,2023,1,2002,21,46.69444656,48.12838364,412.6492004,9.11137866973877
"339",339,"Lockyer_National_Park-Garrett_property","LL5",10,"out",20,95,80,"torulosa","mature","aliveburnt","basal",1,5.2,2.085,4.461966667,6.7,3.5,20.48,"N",0,NA,NA,-27.4534603,152.1991876,2023,1,2002,21,46.69444656,48.12838364,412.6492004,9.11137866973877
"340",340,"Lockyer_National_Park-Garrett_property","LL5",20,"in",5,90,90,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4535315,152.1991251,2023,1,2002,21,41.41110992,48.12838364,412.6492004,9.11137866973877
"341",341,"Lockyer_National_Park-Garrett_property","LL5",20,"out",NA,NA,NA,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4535315,152.1991251,2023,1,2002,21,41.41110992,48.12838364,412.6492004,9.11137866973877
"342",342,"Lockyer_National_Park-Garrett_property","LL5",30,"in",30,95,85,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4535776,152.1990286,2023,1,2002,21,41.41110992,48.12838364,412.6492004,11.0124673843384
"343",343,"Lockyer_National_Park-Garrett_property","LL5",30,"out",NA,NA,NA,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4535776,152.1990286,2023,1,2002,21,41.41110992,48.12838364,412.6492004,11.0124673843384
"344",344,"Lockyer_National_Park-Garrett_property","LL5",40,"in",20,80,70,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.453628,152.198942,2023,1,2002,21,40.98333359,48.12838364,412.6492004,9.26041412353516
"345",345,"Lockyer_National_Park-Garrett_property","LL5",40,"out",NA,NA,NA,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.453628,152.198942,2023,1,2002,21,40.98333359,48.12838364,412.6492004,9.26041412353516
"346",346,"Lockyer_National_Park-Garrett_property","LL8",0,"in",0,40,100,"torulosa","mature","alive","trunk",1,14.3,8.5,67.28,16.5,9.9,87.12,"N",0,NA,NA,-27.45427,152.19644,2023,1,2002,21,49.69444275,48.5783844,413.8243103,9.10210227966309
"347",347,"Lockyer_National_Park-Garrett_property","LL8",0,"out",NA,NA,NA,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.45427,152.19644,2023,1,2002,21,49.69444275,48.5783844,413.8243103,9.10210227966309
"348",348,"Lockyer_National_Park-Garrett_property","LL8",10,"in",10,65,50,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4543186,152.196872,2023,1,2002,21,49.06111145,48.5783844,413.8243103,9.72896099090576
"349",349,"Lockyer_National_Park-Garrett_property","LL8",10,"out",NA,NA,NA,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4543186,152.196872,2023,1,2002,21,49.06111145,48.5783844,413.8243103,9.72896099090576
"350",350,"Lockyer_National_Park-Garrett_property","LL8",20,"in",40,100,5,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4543144,152.196771,2023,1,2002,21,49.06111145,48.5783844,413.8243103,9.72896099090576
"351",351,"Lockyer_National_Park-Garrett_property","LL8",20,"out",NA,NA,NA,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4543144,152.196771,2023,1,2002,21,49.06111145,48.5783844,413.8243103,9.72896099090576
"352",352,"Lockyer_National_Park-Garrett_property","LL8",30,"in",20,80,85,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4543102,152.1966699,2023,1,2002,21,49.06111145,48.5783844,413.8243103,9.10210227966309
"353",353,"Lockyer_National_Park-Garrett_property","LL8",30,"out",40,80,100,"torulosa","mature","alive","none",1,5.6,3,2.235,6.8,3.54,4.033,"N",0,NA,NA,-27.4543102,152.1966699,2023,1,2002,21,49.06111145,48.5783844,413.8243103,9.10210227966309
"354",354,"Lockyer_National_Park-Garrett_property","LL8",30,"out",25,90,60,"torulosa","mature","alive","none",0,16.3,NA,NA,26.2,NA,NA,"Y",500,NA,NA,-27.4543102,152.1966699,2023,1,2002,21,49.06111145,48.5783844,413.8243103,9.10210227966309
"355",355,"Lockyer_National_Park-Garrett_property","LL8",30,"out",0,95,95,"torulosa","mature","alive","none",1,9,3.708333333,8.396416667,13.4,6.58,18.452,"N",0,NA,NA,-27.4543102,152.1966699,2023,1,2002,21,49.06111145,48.5783844,413.8243103,9.10210227966309
"356",356,"Lockyer_National_Park-Garrett_property","LL8",40,"in",35,100,100,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4543025,152.196589,2023,1,2002,21,49.69444275,48.5783844,413.8243103,9.10210227966309
"357",357,"Lockyer_National_Park-Garrett_property","LL8",40,"out",60,95,30,"torulosa","mature","alive","none",1,14.2,8.85,57.245,15.1,11.35,28.125,"N",0,NA,NA,-27.4543025,152.196589,2023,1,2002,21,49.69444275,48.5783844,413.8243103,9.10210227966309
"358",358,"Lockyer_National_Park-Garrett_property","LL4",0,"in",40,10,95,"torulosa","mature","aliveburnt","trunk",1,13,10.25,15.125,16,12.1,30.42,"N",0,NA,NA,-27.45566,152.19341,2023,1,2002,21,61.39999771,48.5783844,413.8243103,9.3013105392456
"359",359,"Lockyer_National_Park-Garrett_property","LL4",0,"in",40,10,95,"torulosa","mature","alive","none",0,6.8,NA,NA,9.25,NA,NA,"N",0,NA,NA,-27.45566,152.19341,2023,1,2002,21,61.39999771,48.5783844,413.8243103,9.3013105392456
"360",360,"Lockyer_National_Park-Garrett_property","LL4",0,"out",65,80,65,"torulosa","mature","alive","none",0,4.2,NA,NA,4.1,NA,NA,"N",0,NA,NA,-27.45566,152.19341,2023,1,2002,21,61.39999771,48.5783844,413.8243103,9.3013105392456
"361",361,"Lockyer_National_Park-Garrett_property","LL4",0,"out",60,90,30,"torulosa","mature","dead","none",0,2,NA,NA,4.9,NA,NA,"N",0,NA,NA,-27.45566,152.19341,2023,1,2002,21,61.39999771,48.5783844,413.8243103,9.3013105392456
"362",362,"Lockyer_National_Park-Garrett_property","LL4",0,"out",55,95,10,"torulosa","mature","alive","basal",1,9.2,6.633333333,16.16333333,8.75,5.55,17.6025,"N",0,NA,NA,-27.45566,152.19341,2023,1,2002,21,61.39999771,48.5783844,413.8243103,9.3013105392456
"363",363,"Lockyer_National_Park-Garrett_property","LL4",0,"out",50,100,40,"torulosa","mature","alive","basal",0,7.7,NA,NA,6.7,NA,NA,"N",0,NA,NA,-27.45566,152.19341,2023,1,2002,21,61.39999771,48.5783844,413.8243103,9.3013105392456
"364",364,"Lockyer_National_Park-Garrett_property","LL4",0,"out",65,100,40,"torulosa","mature","aliveburnt","none",0,9.4,NA,NA,10.6,NA,NA,"N",0,NA,NA,-27.45566,152.19341,2023,1,2002,21,61.39999771,48.5783844,413.8243103,9.3013105392456
"365",365,"Lockyer_National_Park-Garrett_property","LL4",0,"out",50,100,50,"torulosa","mature","alive","none",0,5.3,NA,NA,5.7,NA,NA,"N",0,NA,NA,-27.45566,152.19341,2023,1,2002,21,61.39999771,48.5783844,413.8243103,9.3013105392456
"366",366,"Lockyer_National_Park-Garrett_property","LL4",10,"in",55,95,40,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4555897,152.1934596,2023,1,2002,21,52.43333435,48.5783844,413.8243103,9.3013105392456
"367",367,"Lockyer_National_Park-Garrett_property","LL4",10,"out",55,95,30,"torulosa","mature","alive","none",0,4.6,NA,NA,4.8,NA,NA,"N",0,NA,NA,-27.4555897,152.1934596,2023,1,2002,21,52.43333435,48.5783844,413.8243103,9.3013105392456
"368",368,"Lockyer_National_Park-Garrett_property","LL4",10,"out",40,90,45,"torulosa","mature","aliveburnt","none",0,12.2,NA,NA,13.8,NA,NA,"N",0,NA,NA,-27.4555897,152.1934596,2023,1,2002,21,52.43333435,48.5783844,413.8243103,9.3013105392456
"369",369,"Lockyer_National_Park-Garrett_property","LL4",10,"out",45,100,40,"torulosa","mature","alive","none",0,5,NA,NA,7.6,NA,NA,"N",0,NA,NA,-27.4555897,152.1934596,2023,1,2002,21,52.43333435,48.5783844,413.8243103,9.3013105392456
"370",370,"Lockyer_National_Park-Garrett_property","LL4",20,"in",55,100,20,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4555046,152.1934975,2023,1,2002,21,52.43333435,48.5783844,413.8243103,7.39621448516846
"371",371,"Lockyer_National_Park-Garrett_property","LL4",20,"out",NA,NA,NA,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4555046,152.1934975,2023,1,2002,21,52.43333435,48.5783844,413.8243103,7.39621448516846
"372",372,"Lockyer_National_Park-Garrett_property","LL4",30,"in",45,40,50,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4554253,152.1935447,2023,1,2002,21,52.43333435,48.5783844,413.8243103,7.83924055099487
"373",373,"Lockyer_National_Park-Garrett_property","LL4",30,"out",50,95,60,"torulosa","mature","aliveburnt","basal",1,4,3.25,1.125,4.7,3.05,5.445,"N",0,NA,NA,-27.4554253,152.1935447,2023,1,2002,21,52.43333435,48.5783844,413.8243103,7.83924055099487
"374",374,"Lockyer_National_Park-Garrett_property","LL4",40,"in",40,95,30,"torulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4553403,152.1935814,2023,1,2002,21,52.53889084,48.5783844,413.8243103,7.83924055099487
"375",375,"Lockyer_National_Park-Garrett_property","LL4",40,"out",30,90,70,"torulosa","mature","aliveburnt","trunk",1,9.2,6.466666667,7.293333333,17.7,13.38333333,24.37583333,"N",0,NA,NA,-27.4553403,152.1935814,2023,1,2002,21,52.53889084,48.5783844,413.8243103,7.83924055099487
"376",376,"Lockyer_National_Park-Garrett_property","LL4",40,"out",20,95,55,"torulosa","mature","aliveburnt","none",0,9.8,NA,NA,8,NA,NA,"N",0,NA,NA,-27.4553403,152.1935814,2023,1,2002,21,52.53889084,48.5783844,413.8243103,7.83924055099487
"377",377,"Lockyer_National_Park-Garrett_property","LL4",40,"out",20,70,85,"torulosa","sapling","alive","basal",0,1.8,NA,NA,0.3,NA,NA,"N",0,NA,NA,-27.4553403,152.1935814,2023,1,2002,21,52.53889084,48.5783844,413.8243103,7.83924055099487
"378",378,"Lockyer_National_Park-Garrett_property","LL3",0,"in",0,100,25,"torulosa","mature","aliveburnt","none",0,7.3,NA,NA,7,NA,NA,"N",0,NA,NA,-27.45667,152.19496,2023,1,2002,21,57.63888931,48.18535614,412.7189636,6.26615715026855
"379",379,"Lockyer_National_Park-Garrett_property","LL3",0,"out",25,100,40,"torulosa","sapling","alive","none",0,2.5,NA,NA,0.7,NA,NA,"N",0,NA,NA,-27.45667,152.19496,2023,1,2002,21,57.63888931,48.18535614,412.7189636,6.26615715026855
"380",380,"Lockyer_National_Park-Garrett_property","LL3",0,"out",20,100,50,"torulosa","sapling","alive","none",0,1.85,NA,NA,NA,NA,NA,"N",0,NA,NA,-27.45667,152.19496,2023,1,2002,21,57.63888931,48.18535614,412.7189636,6.26615715026855
"381",381,"Lockyer_National_Park-Garrett_property","LL3",0,"out",5,100,75,"torulosa","seedling","alive","none",0,0.43,NA,NA,NA,NA,NA,"N",0,NA,NA,-27.45667,152.19496,2023,1,2002,21,57.63888931,48.18535614,412.7189636,6.26615715026855
"382",382,"Lockyer_National_Park-Garrett_property","LL3",0,"out",40,100,15,"torulosa","seedling","alive","none",0,0.38,NA,NA,NA,NA,NA,"N",0,NA,NA,-27.45667,152.19496,2023,1,2002,21,57.63888931,48.18535614,412.7189636,6.26615715026855
