"","Species","Group","Treatment","Set","Individual","X.ray_proportion_viable","TTC_proportion_viable","TTC_num_viable","Total_seeds","Total_germination","Time_to_germ","Time_to_finish","Day01","Day02","Day03","Day04","Day05","Day06","Day07","Day08","Day09","Day10","Day11","Day12","Day13","Day14","Day15","Day16","Day17","Day18","Day19","Day20","Day21","Day22","Day23","Day24","Day25","Day26","Day27","Day28","Day29","Day30","Day31","Day32","Day33","Day34","Day35","Day36","Day37","Day38","Day39","Day40","Day41","Day42","Day43","Day44","Day45","Day46","Day47","Day48","Day49","Day50","Day51","Day52","Day53","Day54","Day55","Day56","Day57","Day58","Day59","Day60","Day61","Proportion_germ","Perc50","t50","firstgerm","lastgerm","timespread","Latitude","Collection_year","seed_weight","seed_wt_mg","Fire_freq","Last_fire","TSF","FPC","Precip","Temp","TWI"
"235","littoralis","NA","Smoke",3,"WPS141",0.84,0.95,0,20,19,8,15,0,0,0,0,0,0,0,0.05,0.05,0.85,0.85,0.85,0.85,0.85,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.475,10,8,0,0,-28.24,2023,0.00192,1.92,0,2003,20,43.7944450378418,49.6796493530273,398.963623046875,8.40695381164551
"236","littoralis","NA","Smoke",3,"WPS142",0.74,0.55,0,20,11,10,15,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.275,10,10,0,0,-28.23982,2023,0.00193,1.93,0,1999,24,42.783332824707,49.6796493530273,398.963623046875,8.40695381164551
"237","littoralis","NA","Smoke",3,"WPS144",0.12,0.1,0,20,2,10,15,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,23,10,0,0,-28.2399,2023,0.00208,2.08,0,1999,24,42.4277763366699,49.6796493530273,398.963623046875,5.77634477615356
"238","littoralis","NA","Smoke",3,"WPS152",0.72,0.8,0,20,16,10,15,0,0,0,0,0,0,0,0,0,0.75,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.4,10,10,0,0,-28.28354,2023,0.00212,2.12,3,2020,3,40.4833335876465,48.0660629272461,394.527893066406,3.96127796173096
"239","littoralis","NA","Smoke",3,"WPS157",0.87,0.75,0,20,15,8,10,0,0,0,0,0,0,0,0.2,0.2,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,10,8,0,0,-28.28344,2023,0.00222,2.22,3,2020,3,40.4833335876465,48.0660629272461,394.527893066406,3.96127796173096
"240","littoralis","NA","Smoke",3,"WPS169",0.93,1,0,20,20,10,20,0,0,0,0,0,0,0,0,0,0.45,0.45,0.45,0.45,0.45,0.95,0.95,0.95,0.95,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,10,10,0,0,-28.27772,2023,0.00249,2.49,0,2011,12,NA,47.2699813842773,397.256683349609,7.17263031005859
"241","littoralis","NA","80+smoke",3,"WPS128",0.95,0.95,0,20,19,10,30,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.475,11,10,0,0,-28.23756,2023,0.00234,2.34,4,2020,3,44.0111122131348,48.6815795898438,396.284606933594,5.76415014266968
"242","littoralis","NA","80+smoke",3,"WPS88",0.79,0.75,0,20,15,10,30,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,10,10,0,0,-27.729,2023,0.00286,2.86,0,1986,37,43.3166656494141,48.4246406555176,417.962219238281,6.80187273025513
"243","littoralis","NA","80+smoke",3,"WPS90",0.99,0.95,0,20,19,8,15,0,0,0,0,0,0,0,0.15,0.15,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.475,10,8,0,0,-27.72915,2023,0.00255,2.55,0,1986,37,42.9111099243164,48.4246406555176,417.962219238281,6.77469968795776
"244","littoralis","NA","80+smoke",3,"WPS94",0.94,0.9,0,20,18,10,15,0,0,0,0,0,0,0,0,0,0.55,0.55,0.55,0.55,0.55,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.45,10,10,0,0,-27.71379,2023,0.00177,1.77,0,2004,19,41.1333351135254,49.1970634460449,421.125854492188,7.98761701583862
"245","littoralis","NA","80+smoke",3,"WPS95",0.96,0.75,0,20,15,10,20,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.7,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,12,10,0,0,-27.71387,2023,0.00222,2.22,0,1986,37,43.5499992370605,49.1970634460449,421.125854492188,8.37583160400391
"246","littoralis","NA","80+smoke",3,"WPS107",0.91,0.85,0,20,17,10,15,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.425,11,10,0,0,-27.70778,2023,0.00204,2.04,0,1986,37,36.5277786254883,47.0210914611816,426.675842285156,6.56212472915649
"247","littoralis","NA","80+smoke",3,"WPS109",0.93,0.95,0,20,19,8,17,0,0,0,0,0,0,0,0.75,0.75,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.475,8,8,0,0,-27.70733,2023,0.00204,2.04,0,1986,37,39.3444442749023,47.0210914611816,426.675842285156,6.98692274093628
"248","littoralis","NA","80+smoke",3,"WPS129",0.92,1,0,20,20,10,15,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,12,10,0,0,-28.23648,2023,0.00259,2.59,3,2020,3,45.6277770996094,47.696216583252,395.394653320312,6.04534196853638
"249","littoralis","NA","80+smoke",3,"WPS140",0.95,0.9,0,20,18,10,15,0,0,0,0,0,0,0,0,0,0.75,0.75,0.75,0.75,0.75,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.45,10,10,0,0,-28.23809,2023,0.00258,2.58,0,2004,19,NA,49.6796493530273,398.963623046875,11.1756248474121
"250","littoralis","NA","80+smoke",3,"WPS142",0.84,0.5,0,20,10,10,15,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,10,10,0,0,-28.23982,2023,0.00193,1.93,0,1999,24,42.783332824707,49.6796493530273,398.963623046875,8.40695381164551
"251","littoralis","NA","80+smoke",3,"WPS153",0.79,0.75,0,20,15,8,15,0,0,0,0,0,0,0,0.1,0.1,0.55,0.55,0.55,0.55,0.55,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,10,8,0,0,-28.28376,2023,0.00222,2.22,3,2020,3,42.7555541992188,48.0660629272461,394.527893066406,4.31784248352051
"252","littoralis","NA","80+smoke",3,"WPS154",0.85,0.85,0,20,17,8,15,0,0,0,0,0,0,0,0.3,0.3,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.425,10,8,0,0,-28.28388,2023,0.00235,2.35,3,2020,3,48.7611122131348,48.0660629272461,394.527893066406,4.31784248352051
"253","littoralis","NA","80+smoke",3,"WPS156",0.97,0.95,0,20,19,8,15,0,0,0,0,0,0,0,0.3,0.3,0.85,0.85,0.85,0.85,0.85,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.475,10,8,0,0,-28.28347,2023,0.00218,2.18,3,2020,3,40.4833335876465,48.0660629272461,394.527893066406,4.48820304870605
"254","littoralis","NA","80+smoke",3,"WPS169",0.93,0.85,0,20,17,10,15,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.425,10,10,0,0,-28.27772,2023,0.00249,2.49,0,2011,12,NA,47.2699813842773,397.256683349609,7.17263031005859
"255","littoralis","NA","80+smoke",3,"WPS171",0.88,0.9,0,20,18,10,15,0,0,0,0,0,0,0,0,0,0.55,0.55,0.55,0.55,0.55,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.45,10,10,0,0,-28.27748,2023,0.00238,2.38,0,1986,37,NA,47.2699813842773,397.256683349609,7.30082750320435
"256","littoralis","NA","95+smoke",3,"WPS3",0.92,0.85,0,20,17,8,15,0,0,0,0,0,0,0,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.425,10,8,0,0,-27.6027,2022,0.00302,3.02,4,2020,2,36.8444442749023,48.8418502807617,430.665435791016,7.08141374588013
"257","littoralis","NA","95+smoke",3,"WPS127",1,0.95,0,20,19,10,22,0,0,0,0,0,0,0,0,0,0.75,0.75,0.75,0.75,0.75,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.475,10,10,0,0,-28.23792,2023,0.00242,2.42,4,2020,3,48.3666648864746,48.6815795898438,396.284606933594,5.94342947006226
"258","littoralis","NA","95+smoke",3,"WPS89",0.67,0.85,0,20,17,10,15,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.425,10,10,0,0,-27.72901,2023,0.00234,2.34,0,1986,37,42.9111099243164,48.4246406555176,417.962219238281,6.61244821548462
"259","littoralis","NA","95+smoke",3,"WPS92",0.89,0.9,0,20,18,10,15,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0.05,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.45,15,10,0,0,-27.71366,2023,0.00136,1.36,0,2004,19,40.7277793884277,49.1970634460449,421.125854492188,6.98627805709839
"260","littoralis","NA","95+smoke",3,"WPS96",0.78,0.85,0,20,17,10,20,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.75,0.75,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.425,11,10,0,0,-27.71353,2023,0.00177,1.77,0,1986,37,43.3333320617676,49.1970634460449,421.125854492188,8.37583160400391
"261","littoralis","NA","95+smoke",3,"WPS107",0.91,0.75,0,20,15,8,15,0,0,0,0,0,0,0,0.2,0.2,0.6,0.6,0.6,0.6,0.6,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,10,8,0,0,-27.70778,2023,0.00204,2.04,0,1986,37,36.5277786254883,47.0210914611816,426.675842285156,6.56212472915649
"262","littoralis","NA","95+smoke",3,"WPS108",0.95,1,0,20,20,8,10,0,0,0,0,0,0,0,0.4,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,8,8,0,0,-27.70752,2023,0.00207,2.07,0,1986,37,39.3444442749023,47.0210914611816,426.675842285156,6.22031211853027
"263","littoralis","NA","95+smoke",3,"WPS110",0.95,0.8,0,20,16,8,15,0,0,0,0,0,0,0,0.45,0.45,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.4,8,8,0,0,-27.70735,2023,0.00201,2.01,0,1986,37,40.7444458007812,47.0210914611816,426.675842285156,6.98692274093628
"264","littoralis","NA","95+smoke",3,"WPS135",0.75,0.9,0,20,18,10,15,0,0,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0.35,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.45,11,10,0,0,-28.23819,2023,0.00189,1.89,0,2004,19,26.5842304229736,49.6796493530273,398.963623046875,8.94709587097168
"265","littoralis","NA","95+smoke",3,"WPS141",0.84,0.95,0,20,19,10,15,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.475,10,10,0,0,-28.24,2023,0.00192,1.92,0,2003,20,43.7944450378418,49.6796493530273,398.963623046875,8.40695381164551
"266","littoralis","NA","95+smoke",3,"WPS143",0.96,1,0,20,20,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,15,15,0,0,-28.24011,2023,0.00224,2.24,0,1999,24,39.9111099243164,49.6796493530273,398.963623046875,15.2038602828979
"267","littoralis","NA","95+smoke",3,"WPS151",0.73,1,0,20,20,10,15,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,11,10,0,0,-28.28317,2023,0.0017,1.7,3,2020,3,40.6666679382324,48.0660629272461,394.527893066406,4.75658464431763
"268","littoralis","NA","95+smoke",3,"WPS152",0.72,0.75,0,20,15,10,15,0,0,0,0,0,0,0,0,0,0.65,0.65,0.65,0.65,0.65,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,10,10,0,0,-28.28354,2023,0.00212,2.12,3,2020,3,40.4833335876465,48.0660629272461,394.527893066406,3.96127796173096
"269","littoralis","NA","95+smoke",3,"WPS156",0.97,0.9,0,20,18,10,15,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.45,11,10,0,0,-28.28347,2023,0.00218,2.18,3,2020,3,40.4833335876465,48.0660629272461,394.527893066406,4.48820304870605
"270","littoralis","NA","95+smoke",3,"WPS157",0.87,0.75,0,20,15,10,17,0,0,0,0,0,0,0,0,0,0.55,0.55,0.55,0.55,0.55,0.65,0.65,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,10,10,0,0,-28.28344,2023,0.00222,2.22,3,2020,3,40.4833335876465,48.0660629272461,394.527893066406,3.96127796173096
"271","torulosa","lowfi","Control",1,"WPS57",0.86,0.65,0,20,13,8,15,0,0,0,0,0,0,0,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,8,8,0,0,-27.45172,2023,0.00411,4.11,1,2002,21,52.4500007629395,48.1283836364746,412.649200439453,7.06263732910156
"272","torulosa","lowfi","Control",1,"WPS62",0.93,1,0,20,20,6,8,0,0,0,0,0,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,6,6,0,0,-27.45252,2023,0.00521,5.21,1,2002,21,47.2999992370605,48.5783843994141,413.824310302734,8.1999626159668
"273","torulosa","lowfi","Control",1,"WPS63",0.66,0.8,0,20,16,6,8,0,0,0,0,0,0.3,0.3,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.4,8,6,0,0,-27.45273,2023,0.00579,5.79,1,2002,21,48.8777770996094,48.5783843994141,413.824310302734,7.71335554122925
"274","torulosa","lowfi","Control",1,"WPS64",0.41,0.35,0,20,7,6,8,0,0,0,0,0,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.175,8,6,0,0,-27.45299,2023,0.00527,5.27,1,2002,21,50.9833335876465,48.5783843994141,413.824310302734,7.71335554122925
"275","torulosa","lowfi","Control",1,"WPS65",0.85,0.65,1,20,12,8,13,0,0,0,0,0,0,0,0.55,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3,8,8,0,0,-27.4528,2023,0.00494,4.94,1,2002,21,50.6277770996094,48.1283836364746,412.649200439453,7.78765535354614
